EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
4252,Rocha,Mirna,F,Haney,Dairy Person,Dairy,Haney,Stores,24.70919622,6.222662649,11.92476154,Stores
4253,Hartsell,Fannie,F,Vancouver,Baker,Bakery,Vancouver,Stores,22.35284508,2.942751224,0.0,Stores
4254,Hamilton,Matthew,M,Duncan,Meat Cutter,Meats,Quesnel,Stores,38.31568865,4.759159634,32.62649675,Stores
4255,Jordan,Richard,M,Lakeview Heights,Produce Clerk,Produce,Kelowna,Stores,40.76656923,5.417934903,55.59436354,Stores
4256,Wright,James,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.29629478,6.571624118,68.31655316,Stores
4257,Danielson,Jacqueline,F,Vernon,Baker,Bakery,Vernon,Stores,35.57587306,2.111679892,46.35098016,Stores
4258,Schulte,Donna,F,Port Mellon,Produce Clerk,Produce,West Vancouver,Stores,46.37050306,6.970703055,76.77890529,Stores
4259,Helzer,Armando,M,Haney,Dairy Person,Dairy,Haney,Stores,49.72680958,4.193628469,135.3253291,Stores
4260,Arteaga,Jonathan,M,Sparwood,Produce Clerk,Produce,Cranbrook,Stores,38.52928642,3.748062385,23.84322421,Stores
4261,Kean,Melissa,F,Chetwynd,Produce Clerk,Produce,Prince George,Stores,49.20994268,6.418563082,82.57006224,Stores
4262,Pell,Christopher,M,Victoria,Produce Clerk,Produce,Victoria,Stores,65.35842429,4.086662953,153.3835046,Stores
4263,Fletcher,Lorraine,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,54.14122066,7.296821581,158.544344,Stores
4264,Davis,Cory,M,Vancouver,Baker,Bakery,Vancouver,Stores,46.58701189,4.534314466,16.63790468,Stores
4265,Sawyer,Kevin,M,Langley,Produce Clerk,Produce,Langley,Stores,46.58615791,3.938608911,52.40353987,Stores
4266,Mann,Anthony,M,Vancouver,Baker,Bakery,Vancouver,Stores,38.5168661,6.933317089,64.0998069,Stores
4267,Pease,Theresa,F,Vancouver,Baker,Bakery,Vancouver,Stores,30.77124264,2.129099944,0.0,Stores
4268,Soto,Kala,F,Surrey,Baker,Bakery,Surrey,Stores,40.32493857,3.254249568,77.19206722,Stores
4269,Jones,Brandon,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,56.19872041,1.233182086,126.6982594,Stores
4270,Motyka,Francisco,M,Vancouver,Baker,Bakery,Vancouver,Stores,25.67407409,4.110893763,0.0,Stores
4271,Boyd,Loretta,F,White Rock,Cashier,Customer Service,White Rock,Stores,28.74875175,7.490918092,8.994938033,Stores
4272,Werner,Deborah,F,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,49.41648339,6.947158943,104.9656267,Stores
4273,Small,Katherine,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,34.66054429,3.066642791,2.432862137,Stores
4274,McGee,Wendy,F,Vancouver,Baker,Bakery,Vancouver,Stores,32.38275134,4.784232117,2.251844656,Stores
4275,Leroy,Tina,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.9050098,6.442072268,75.26943529,Stores
4276,Vining,Judy,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,32.1515925,4.904394428,0.0,Stores
4277,Posner,Sara,F,Victoria,Produce Clerk,Produce,Victoria,Stores,38.16776115,5.432186904,51.81185063,Stores
4278,Keith,Harold,M,New Westminister,Meat Cutter,Meats,New Westminister,Stores,31.99788146,4.24055215,0.0,Stores
4279,Thompson,Floyd,M,Langley,Baker,Bakery,Langley,Stores,37.05141304,5.358216539,19.2542825,Stores
4280,Bland,Nannie,F,Chilako River,Produce Clerk,Produce,Prince George,Stores,37.55245147,6.269356771,34.0210565,Stores
4281,Borne,Walter,M,Quesnel,Meat Cutter,Meats,Quesnel,Stores,42.0143661,5.377867265,73.09156673,Stores
4282,Johnson,Scott,M,Pritchard,Produce Clerk,Produce,Kelowna,Stores,53.33244397,5.217961967,112.843489,Stores
4283,Richardson,Patricia,F,Whistler,Produce Clerk,Produce,Squamish,Stores,39.53029962,7.039764632,64.49127004,Stores
4284,Gillen,Janice,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.176734,6.266545109,94.08474827,Stores
4285,Roach,Carolyn,F,Vancouver,Baker,Bakery,Vancouver,Stores,42.56150863,5.223591309,32.64663306,Stores
4286,Hermann,Enid,F,Bowen Island,Baker,Bakery,Vancouver,Stores,36.03997999,4.597650931,33.6572521,Stores
4287,Simpson,Elizabeth,F,Duncan,Baker,Bakery,Quesnel,Stores,34.07060743,3.197920537,36.86577841,Stores
4288,Zeigler,Jesus,M,Port Alberni,Baker,Bakery,Nanaimo,Stores,51.23480581,4.503569461,89.86588806,Stores
4289,Croy,Saul,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,44.76427617,1.692927724,71.08254205,Stores
4290,Sweeney,Ali,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,27.36838088,2.215509874,0.0,Stores
4291,Colon,James,M,Youbou,Produce Clerk,Produce,Victoria,Stores,42.79321962,2.287545248,42.27846893,Stores
4292,Simmons,Clarence,M,Vancouver,Baker,Bakery,Vancouver,Stores,28.71326084,6.315636779,0.0,Stores
4293,Chandler,Larry,M,Rutland,Produce Clerk,Produce,Kelowna,Stores,40.04158102,3.383715958,11.77072494,Stores
4294,Johnson,Marion,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.4178479,5.304362088,74.26878472,Stores
4295,Gutierrez,Young,F,Pender Harbour,Cashier,Customer Service,Victoria,Stores,47.66136167,6.634793401,93.95893206,Stores
4296,Anthony,Rebecca,F,Aiyansh,Produce Clerk,Produce,Terrace,Stores,40.91758766,5.014106871,101.8939249,Stores
4297,Hayes,Kevin,M,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,44.45906033,4.322903303,43.53832241,Stores
4298,Abreu,Erik,M,Surrey,Produce Clerk,Produce,Surrey,Stores,50.82390587,4.739293964,120.8548268,Stores
4299,Rasnick,Lynn,F,Bear Lake,Produce Clerk,Produce,Prince George,Stores,54.91441549,4.201528607,130.4965754,Stores
4300,Mohr,Lorraine,F,Vernon,Baker,Bakery,Vernon,Stores,51.91512356,4.529362876,125.2113599,Stores
4301,Schaller,Henry,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,55.45808808,5.23311034,121.9053712,Stores
4302,Moore,Helen,F,Courtenay,Baker,Bakery,Nanaimo,Stores,44.08330597,1.651845948,70.96650602,Stores
4303,Clegg,Billy,M,Richmond,Produce Clerk,Produce,Richmond,Stores,43.92949428,5.005220139,39.39299129,Stores
4304,Stone,Lourdes,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.15183758,4.043279391,82.77272251,Stores
4305,Roark,David,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,50.9748294,4.180405149,90.93506493,Stores
4306,Chen,Helen,F,Quesnel,Baker,Bakery,Quesnel,Stores,48.47293839,6.410837382,73.10820533,Stores
4307,Encinas,Thomas,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,46.75977437,4.990548762,71.16777283,Stores
4308,Romeo,Fabiola,F,Vancouver,Baker,Bakery,Vancouver,Stores,57.70947005,4.200816442,110.1475035,Stores
4309,Jensen,Laura,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,32.87352918,1.75692978,7.985074238,Stores
4310,Jackson,Gregory,M,Grand Forks,Produce Clerk,Produce,Grand Forks,Stores,41.99352002,4.063625169,26.32326415,Stores
4311,Carter,Tiffany,F,Vancouver,Baker,Bakery,Vancouver,Stores,36.40339787,3.359612019,39.59137596,Stores
4312,Kulp,Alfredo,M,Victoria,Cashier,Customer Service,Victoria,Stores,33.82733892,5.739849938,6.801799589,Stores
4313,Brown,Kimberly,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,27.97193277,6.42903179,0.0,Stores
4314,Flores,Jennifer,F,Sechelt,Produce Clerk,Produce,West Vancouver,Stores,49.14908716,6.962862876,112.8661601,Stores
4315,Zepeda,Danny,M,Penticton,Produce Clerk,Produce,Kelowna,Stores,41.73098312,6.477070995,45.65812065,Stores
4316,Shepard,Lucy,F,Vancouver,Baker,Bakery,Vancouver,Stores,43.68376863,3.352657458,119.1238174,Stores
4317,Penn,Ida,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45.71715102,2.535157154,84.0147871,Stores
4318,Peterson,John,M,Chetwynd,Produce Clerk,Produce,Prince George,Stores,53.2906128,2.40323622,98.95970914,Stores
4319,Rivera,Lori,F,New Westminister,Meat Cutter,Meats,New Westminister,Stores,36.80508076,6.688117758,43.02070984,Stores
4320,Perez,Elizabeth,F,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,48.71167098,8.013778255,112.5775225,Stores
4321,Venable,Audrey,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,30.65743854,5.855635689,8.363702818,Stores
4322,Hopkins,Jason,M,Little Fort,Produce Clerk,Produce,Kamloops,Stores,40.48487741,4.9848393,51.71032765,Stores
4323,Breeden,Otto,M,Victoria,Produce Clerk,Produce,Victoria,Stores,51.05567773,4.745628527,96.30682995,Stores
4324,Nelson,Larry,M,Giscome,Produce Clerk,Produce,Prince George,Stores,34.08857343,2.06062254,17.28360009,Stores
4325,Miller,Shannon,F,Quesnel,Baker,Bakery,Quesnel,Stores,55.41382595,3.174600739,153.0565179,Stores
4326,Tilton,Tamara,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,36.55106008,3.901263758,0.0,Stores
4327,Thresher,Rosario,F,Terrace,Baker,Bakery,Terrace,Stores,32.24118748,4.224053459,10.86170677,Stores
4328,Washburn,Michelle,F,Vancouver,Baker,Bakery,Vancouver,Stores,29.2724976,6.595582379,0.0,Stores
4329,Ashford,Valeri,F,Oliver,Produce Clerk,Produce,Kelowna,Stores,41.11953187,3.42151166,79.79083972,Stores
4330,Schmitz,Alexis,M,Atlin,Baker,Bakery,Terrace,Stores,47.77155374,4.759422632,70.36901855,Stores
4331,Major,Christine,F,Beaver Valley,Produce Clerk,Produce,Williams Lake,Stores,31.05103424,3.950946477,0.0,Stores
4332,Jones,Perry,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,33.4775395,4.947486159,0.0,Stores
4333,Chastain,Dorothy,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,34.52884536,6.182906488,14.32005316,Stores
4334,Horton,Kirk,M,Sorrento,Produce Clerk,Produce,Kamloops,Stores,49.7747867,1.724387155,92.99231982,Stores
4335,Tyler,Lorena,F,Richmond,Produce Clerk,Produce,Richmond,Stores,29.54853837,4.74708133,8.467754152,Stores
4336,Villarreal,Luis,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,27.07835596,3.96370317,0.0,Stores
4337,Woods,Clayton,M,Smithers,Produce Clerk,Produce,Terrace,Stores,47.24852079,5.169710219,81.9409243,Stores
4338,Campbell,Glenn,M,Grassy Plains,Produce Clerk,Produce,Prince George,Stores,45.02540049,2.672853913,53.78651459,Stores
4339,Woods,Donald,M,Seton Portage,Baker,Bakery,Kamloops,Stores,46.80086681,2.149421192,108.2844824,Stores
4340,Gault,Kathy,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,45.10537546,4.187432561,87.85390542,Stores
4341,Holifield,Tanya,F,Kelowna,Produce Clerk,Produce,Kelowna,Stores,45.74614965,3.147600586,121.2147708,Stores
4342,Dewitt,Billie,F,Victoria,Cashier,Customer Service,Victoria,Stores,37.94536444,4.991176697,19.51315204,Stores
4343,Miller,Brandon,M,Comox,Baker,Bakery,Nanaimo,Stores,34.6867358,4.84630332,37.34046735,Stores
4344,Morrison,Sarah,F,White Rock,Cashier,Customer Service,White Rock,Stores,43.90972632,5.537378678,76.27642869,Stores
4345,Vigil,Virgil,M,Victoria,Produce Clerk,Produce,Victoria,Stores,25.6620763,4.264272084,0.0,Stores
4346,Martin,Allen,M,Klemtu,Cashier,Customer Service,Bella Bella,Stores,45.36263492,5.286967488,33.29126586,Stores
4347,Jackson,Eugene,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,38.86553875,4.991028249,47.54126692,Stores
4348,Wells,Mike,M,Iskut,Baker,Bakery,Terrace,Stores,53.77543813,4.500419441,106.3851536,Stores
4349,Anderson,Alvin,M,West Vancouver,Produce Clerk,Produce,West Vancouver,Stores,45.48016364,2.918876615,59.50710535,Stores
4350,Britt,Asia,F,Vancouver,Baker,Bakery,Vancouver,Stores,45.79571212,5.309985329,84.65915846,Stores
4351,Noblitt,Melinda,F,Balfour,Meat Cutter,Meats,Nelson,Stores,46.43268704,5.378358961,115.6703522,Stores
4352,Bellamy,James,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,64.2410777,4.309894532,186.9477267,Stores
4353,Hughes,Avis,F,Penticton,Produce Clerk,Produce,Kelowna,Stores,33.91318984,4.844573562,20.68471229,Stores
4354,Jones,Jon,M,Kamloops,Baker,Bakery,Kamloops,Stores,38.09933787,7.918180181,61.36305503,Stores
4355,Johnson,Jocelyn,F,Surrey,Baker,Bakery,Surrey,Stores,55.34810109,2.318576234,134.2977459,Stores
4356,Nolte,Charlie,M,Victoria,Produce Clerk,Produce,Victoria,Stores,50.73565946,6.949156401,100.4611574,Stores
4357,Jones,Jason,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43.53701719,2.520721981,32.17027675,Stores
4358,Novotny,Dana,F,Vancouver,Baker,Bakery,Vancouver,Stores,60.91823022,4.308747301,167.1187949,Stores
4359,Jenson,Danielle,F,Iskut,Produce Clerk,Produce,Terrace,Stores,35.28043102,3.439775229,1.887807249,Stores
4360,Gibson,Richard,M,Sorrento,Produce Clerk,Produce,Kamloops,Stores,36.38036461,4.5744206,49.15812624,Stores
4361,Morse,Stephanie,F,Victoria,Cashier,Customer Service,Victoria,Stores,33.72190468,7.323526493,6.960171612,Stores
4362,Sierra,Sherry,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,19.06000701,4.63224544,0.0,Stores
4363,Purdie,Alison,F,Victoria,Cashier,Customer Service,Victoria,Stores,23.85416959,4.487421201,0.0,Stores
4364,Laubach,Robert,M,Gold Bridge,Produce Clerk,Produce,Kamloops,Stores,45.83207003,4.594847492,64.01795148,Stores
4365,Murry,Kathy,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,45.47678356,5.083076098,86.5677054,Stores
4366,Patton,James,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,52.17300355,3.771486693,81.79672803,Stores
4367,Meador,Eddie,M,Fruitvale,Produce Clerk,Produce,Kelowna,Stores,43.48626936,6.657029634,81.68285877,Stores
4368,Martino,Roger,M,Trail,Produce Clerk,Produce,Trail,Stores,54.22946075,4.764375416,119.7923521,Stores
4369,Finley,Emily,F,Kelowna,Produce Clerk,Produce,Kelowna,Stores,38.2383832,3.935908279,56.94666437,Stores
4370,Kitterman,Claudia,F,Rock Creek,Produce Clerk,Produce,Kelowna,Stores,40.01381277,4.592841372,39.7956651,Stores
4371,Westfall,Malik,M,New Westminister,Produce Clerk,Produce,New Westminister,Stores,47.70554411,4.673597459,38.93732459,Stores
4372,Neely,Daniel,M,Victoria,Cashier,Customer Service,Victoria,Stores,39.27731525,4.66016081,13.63870287,Stores
4373,Phillips,Ira,M,Genelle,Produce Clerk,Produce,Trail,Stores,30.71942065,2.534150328,0.0,Stores
4374,Hogan,Shawn,M,Port Hardy,Produce Clerk,Produce,Nanaimo,Stores,35.63500644,5.117436978,55.36143909,Stores
4375,Minter,James,M,Surrey,Baker,Bakery,Surrey,Stores,33.81559674,6.157993617,26.46432441,Stores
4376,Rutherford,Donald,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.43039184,5.471059997,117.3993107,Stores
4377,Russell,Sarah,F,Boston Bar,Produce Clerk,Produce,Chilliwack,Stores,37.79083154,2.149573459,35.41417419,Stores
4378,Dunn,Fred,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,37.09967166,4.920414178,5.986122411,Stores
4379,Henderson,Nancy,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,32.16351622,2.108463185,0.0,Stores
4380,Fluker,Martha,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,47.74907824,3.748368912,95.55729102,Stores
4381,Conover,John,M,Gibsons,Meat Cutter,Meats,West Vancouver,Stores,45.98152975,4.224446831,35.11201939,Stores
4382,Mejia,Terry,F,Williams Lake,Produce Clerk,Produce,Williams Lake,Stores,50.23972267,2.874550602,114.4674042,Stores
4383,Salmons,Joel,M,Whistler,Produce Clerk,Produce,Squamish,Stores,50.3788033,6.952090356,91.12687182,Stores
4384,Nunez,Christopher,M,Victoria,Cashier,Customer Service,Victoria,Stores,43.61142862,1.388586358,67.51850754,Stores
4385,Bruce,April,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,51.10028423,4.338429348,170.8171945,Stores
4386,Deckard,Tara,F,Sardis,Baker,Bakery,Chilliwack,Stores,31.53205268,2.369858084,0.0,Stores
4387,Hecht,Brandy,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,44.25864881,2.151608563,64.11631808,Stores
4388,Dugan,William,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,56.75809689,4.672688515,142.2666924,Stores
4389,Colon,Esther,F,Ucluelet,Produce Clerk,Produce,Nanaimo,Stores,52.4172937,4.909043845,155.7555157,Stores
4390,Dennis,John,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,59.87254465,6.996951681,103.5688767,Stores
4391,Benoit,Bradley,M,Princeton,Dairy Person,Dairy,Princeton,Stores,42.44088327,5.522456624,22.55052052,Stores
4392,Redmond,David,M,Victoria,Cashier,Customer Service,Victoria,Stores,47.511882,5.224728522,17.48472774,Stores
4393,Payne,Mark,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48.28976648,5.18425633,89.29475766,Stores
4394,Aguiar,Gene,M,White Rock,Meat Cutter,Meats,White Rock,Stores,38.85737762,3.090959436,54.71056121,Stores
4395,Jones,Rhea,F,Klemtu,Baker,Bakery,Bella Bella,Stores,35.31291038,5.86663543,0.0,Stores
4396,Padilla,James,M,Langley,Baker,Bakery,Langley,Stores,42.57611557,5.662278239,11.94414277,Stores
4397,Patricio,George,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,32.19450101,4.586078369,0.0,Stores
4398,Pullen,Anne,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,52.66924094,2.926842027,137.8986568,Stores
4399,Smith,Jessica,F,Wynndel,Produce Clerk,Produce,Cranbrook,Stores,49.60414782,3.100637082,201.7135361,Stores
4400,Hicks,Ruth,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,61.00025341,2.973983001,177.3977246,Stores
4401,Pierce,Michael,M,Duncan,Meat Cutter,Meats,Quesnel,Stores,39.3323163,4.457524393,12.96900004,Stores
4402,Brooks,Helen,F,Prince George,Produce Clerk,Produce,Prince George,Stores,45.1782481,3.34357916,99.07939499,Stores
4403,Crafton,Bryan,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.44621728,4.520629019,77.44844626,Stores
4404,Cook,Dennis,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,33.23653801,2.785343351,11.16182538,Stores
4405,Brownell,Alicia,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.49047807,5.729852384,0.0,Stores
4406,Clawson,Chung,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,53.81579419,3.263948672,136.0652221,Stores
4407,Mayes,Erik,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,47.76329094,2.278595217,79.34755602,Stores
4408,Park,Darryl,M,Mcbride,Produce Clerk,Produce,Prince George,Stores,35.62908866,1.0,23.18542754,Stores
4409,Moreno,April,F,Tofino,Produce Clerk,Produce,Nanaimo,Stores,33.72282705,5.463561855,15.59388426,Stores
4410,Jenkins,Athena,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.44201335,4.264952282,47.02585768,Stores
4411,Finch,Elizabeth,F,Cobble Hill,Cashier,Customer Service,Victoria,Stores,37.10508898,5.885839027,0.0,Stores
4412,Gribble,Michael,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47.70047377,4.772334462,46.21594308,Stores
4413,Taylor,Charlotte,F,Penticton,Produce Clerk,Produce,Kelowna,Stores,36.71107596,6.878650936,16.9893815,Stores
4414,Rose,Raven,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,39.32225385,5.327948283,46.37498868,Stores
4415,Harris,Anna,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,40.26522423,4.787626376,85.60466195,Stores
4416,Shead,Chris,M,Victoria,Cashier,Customer Service,Victoria,Stores,58.14567276,5.495111817,123.947056,Stores
4417,Arciniega,Hector,M,New Westminster,Baker,Bakery,New Westminster,Stores,37.66984668,3.294231187,27.38390486,Stores
4418,Anthony,Cornelia,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.93749901,6.018388861,88.09486087,Stores
4419,Campbell,Arthur,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,39.12620461,4.964188226,18.27959834,Stores
4420,McCarty,Michael,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,21.73007012,4.451402525,0.0,Stores
4421,Harris,Mary,F,Richmond,Produce Clerk,Produce,Richmond,Stores,44.23133285,3.55139068,80.67292518,Stores
4422,Yates,Laura,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,34.57824351,6.404000923,32.67473153,Stores
4423,Maldonado,Donald,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,41.51910799,4.566755838,79.88615905,Stores
4424,Jackson,Frank,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.5553217,7.707211215,113.9958857,Stores
4425,Melendez,Sheila,F,Surrey,Baker,Bakery,Surrey,Stores,37.91093274,4.579164912,80.45670698,Stores
4426,Singleton,Bernice,F,Fort Langley,Baker,Bakery,Langley,Stores,48.06792298,6.015588325,131.0078639,Stores
4427,Blair,Anne,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,33.72804577,1.521590292,36.2993466,Stores
4428,Young,Linda,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.30209496,4.624751975,45.16034044,Stores
4429,Dejesus,Arthur,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.19569337,4.124995727,72.58253528,Stores
4430,Green,Virginia,F,Kamloops,Baker,Bakery,Kamloops,Stores,43.26133725,6.709787625,98.80923071,Stores
4431,Hollen,Joyce,F,Lower Post,Produce Clerk,Produce,Fort St John,Stores,52.59509913,6.348985478,123.1539235,Stores
4432,Hill,Philip,M,Sechelt,Meat Cutter,Meats,West Vancouver,Stores,39.28342718,4.500003943,27.19676848,Stores
4433,Regner,Raquel,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.15777681,5.467871859,6.641124796,Stores
4434,Clune,Dan,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.24961319,4.333652004,23.02583593,Stores
4435,Ferris,Cedric,M,Victoria,Cashier,Customer Service,Victoria,Stores,50.68835594,5.952178161,104.7393758,Stores
4436,Sanchez,Kathleen,F,Langley,Baker,Bakery,Langley,Stores,40.34692213,6.009686479,16.7432201,Stores
4437,Peterson,Theodore,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,32.90466295,3.703436765,0.0,Stores
4438,Gregory,Harold,M,Gabriola Island,Dairy Person,Dairy,Vancouver,Stores,46.67478825,3.709930186,90.76813048,Stores
4439,Gerner,Rita,F,Slocan,Produce Clerk,Produce,Trail,Stores,37.97876501,3.510040923,39.2040238,Stores
4440,Grenier,Tamara,F,Kamloops,Baker,Bakery,Kamloops,Stores,42.86355319,5.351749351,40.9784859,Stores
4441,Smith,Jessica,F,Boston Bar,Baker,Bakery,Chilliwack,Stores,32.89955862,6.024881912,85.33004946,Stores
4442,Le,Ray,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43.7032021,3.828957607,44.47930893,Stores
